"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000186092.7",0.174170002324563,1.35887881088917,4.98073013554304,0.272827230929871,0.784986026110225,NA
"ENSG00000284733.2",0,NA,NA,NA,NA,NA
"ENSG00000284662.2",0,NA,NA,NA,NA,NA
"ENSG00000187634.13",6.58470540541749,0.516749377667133,1.39158228940983,0.3713394325292,0.71038473128218,0.905703257856807
"ENSG00000188976.11",1993.59616824303,-0.090797860510623,0.0679010725222056,-1.33720804602798,0.181154736267838,0.548513145156862
"ENSG00000187961.15",95.5146308479814,-0.505779006424941,0.25914494723281,-1.95172243111713,0.050971167973825,0.302611589872144
"ENSG00000187583.11",44.5942297547137,1.51984764221863,0.418203173445876,3.63423268574343,0.00027880915711901,0.0102934035301689
"ENSG00000187642.10",0.598759160234927,0.691108014205469,4.90103912747414,0.141012547794461,0.887860029688356,NA
"ENSG00000188290.11",511.277688528756,0.105478737289623,0.119429170563744,0.883190738005883,0.377133224972676,0.725071425322326
"ENSG00000187608.10",1709.92848042069,0.491304354883871,0.0832594076427373,5.90088698435182,3.61552515243256e-09,6.19459976116778e-07
"ENSG00000188157.15",4618.09933274229,0.00267556562496616,0.0535863133523948,0.0499300186480656,0.960178155708333,0.991410096027672
"ENSG00000237330.3",2.22183605559198,3.00997840974029,2.99477715944037,1.00507592034085,0.314860293959022,NA
"ENSG00000131591.18",139.2256960712,-0.48000112913999,0.219836123193366,-2.18344975415067,0.0290027053444461,0.228667937594795
"ENSG00000162571.14",9.06820717649046,-0.352870719332745,1.09892817859956,-0.321104441768371,0.748131244365197,0.919522127858473
"ENSG00000186891.14",20.2170004570894,-0.124552019274256,0.626465121148746,-0.198817164866044,0.842405768410779,0.953196241076676
"ENSG00000186827.12",0.49256342485478,0.826683789161669,4.89057886833827,0.169035979465261,0.865768341068894,NA
"ENSG00000078808.20",1225.69634749711,-0.184232863055943,0.0774725588462304,-2.37804024805239,0.0174049260586399,0.176479083344206
"ENSG00000176022.7",162.195315880612,-0.512263341588682,0.204593645090788,-2.50380866600899,0.0122864457358102,0.146342300190167
"ENSG00000184163.3",17.0686545889131,1.17811051016906,0.759414848890883,1.55133983999612,0.120820264077979,0.464210400793788
"ENSG00000160087.21",508.540280378641,-0.185132404316484,0.135321146524771,-1.3680966284349,0.17128183193245,0.53821076932642
"ENSG00000162572.21",21.6486465028755,0.927050764053203,0.653010294314155,1.41965719702301,0.155707504979563,0.519366745558784
"ENSG00000131584.19",576.095166202297,0.135716629843676,0.106559009740787,1.27362885760497,0.202794980096552,0.575879406988683
"ENSG00000169972.13",181.282373275016,-0.194746206305815,0.18451884969461,-1.05542716436902,0.291230004660502,0.660130894411167
"ENSG00000127054.22",821.620232842094,-0.0857213827583498,0.100535181069555,-0.852650602966976,0.393853091675841,0.735838489746391
"ENSG00000224051.7",193.920172911678,0.217619274769825,0.177310429041798,1.2273348834914,0.219696749646173,0.594096997626762
"ENSG00000169962.5",0.709257731762767,-1.6589019013606,4.83995655412086,-0.342751403408398,0.731785488136924,NA
"ENSG00000107404.21",607.718500714077,-0.1060389803194,0.113015916342385,-0.938265898744309,0.348107779974865,0.704331926053609
"ENSG00000162576.17",132.855009222523,-0.268245414311919,0.217504172885953,-1.23328858822664,0.217468113972566,0.591903029557916
"ENSG00000175756.14",879.591885772114,-0.0350336937301547,0.0917035139602001,-0.382032184125022,0.702437492453106,0.902259782920586
"ENSG00000221978.13",889.586007511869,-0.132300508804781,0.0887928735602538,-1.48999017038235,0.136226820521174,0.492924421280341
"ENSG00000242485.6",756.945061198803,0.0123457142128852,0.195749339187008,0.0630689956050928,0.949711563053482,0.988007576572219
"ENSG00000235098.9",171.451655730318,0.110766397045348,0.190380807381539,0.581814934860336,0.560691343160838,0.834967303470035
"ENSG00000205116.4",1.13026240672445,-1.68203018093233,4.61603740661455,-0.36438833414176,0.715568045575686,NA
"ENSG00000179403.12",474.836225300891,0.272274746157969,0.116393105982342,2.33926866939417,0.0193215331197195,0.185670565032598
"ENSG00000215915.10",13.845996846799,1.01516097418673,0.80634054623919,1.25897299710586,0.208040085401297,0.583227963352829
"ENSG00000160072.20",606.952853764026,0.076386704217137,0.115189371892213,0.66314020957259,0.507240760278605,0.808725047053602
"ENSG00000197785.14",594.033025580942,0.0914234406020472,0.1053090183137,0.868144457768186,0.385315255715481,0.73056096041447
"ENSG00000205090.9",1.48360457196089,0.287281605086314,3.53250465371102,0.0813251880035075,0.935183343201337,NA
"ENSG00000160075.12",1382.14600896208,-0.111067216692408,0.0836906684554305,-1.32711589884787,0.184470346831981,0.553245447724998
"ENSG00000228594.4",110.839878484581,0.434573779996733,0.245063141390105,1.77331351231214,0.076176771252491,0.371949380986494
"ENSG00000197530.13",510.30676211148,-0.00167160706449852,0.112460830462666,-0.0148639046823814,0.988140756630589,0.997515382898657
"ENSG00000189409.14",2.97353866156574,-0.900186190780095,2.41176113574195,-0.373248485283002,0.708963513212804,NA
"ENSG00000248333.9",363.25614462997,-0.309694956396363,0.133422272292961,-2.32116385873231,0.0202780019427145,0.191166573387481
"ENSG00000189339.12",517.890976510727,-0.179689057297164,0.119439475114595,-1.5044360930485,0.132469116760286,0.485417405095821
"ENSG00000008128.23",22.8888047476684,0.0360904345457755,0.577785100978966,0.0624634219273323,0.950193790107762,0.988432304117703
"ENSG00000008130.15",722.992425228467,-0.051985178153863,0.0956542794115401,-0.543469445106617,0.58680662288945,0.847792833329146
"ENSG00000078369.19",3605.92396157495,-0.164821540517215,0.0540768783413799,-3.04791152101494,0.00230437765685402,0.0502376884277277
"ENSG00000169885.10",3.97943937375147,-0.430603776235839,1.89356244429718,-0.227404053947459,0.820109568265841,0.944984118706449
"ENSG00000178821.13",65.1947229304204,0.077946623912434,0.313959940756847,0.248269329279818,0.803926027923056,0.940529408838634
"ENSG00000142609.20",8.56941134622021,1.77935340984821,1.55432818387082,1.14477330354841,0.252303076856784,0.624322648869729
"ENSG00000187730.9",2.19613161617942,4.08654875060319,3.174767652174,1.28719616624695,0.198025923179503,NA
"ENSG00000067606.17",421.767301497579,0.166771727626513,0.124534763272993,1.33915802498402,0.180519233965119,0.548246162676846
"ENSG00000162585.17",477.605398838079,-0.0248538013432466,0.12281193610233,-0.202372848535975,0.839625252971327,0.95229240524206
"ENSG00000157933.11",1539.28371746072,-0.073801083592943,0.0734379881322674,-1.00494424574951,0.314923697497743,0.681587793605352
"ENSG00000116151.14",132.799989494661,-0.00515019756595335,0.230831529513041,-0.0223114995460895,0.982199475855156,0.995684881690685
"ENSG00000157916.20",685.661243086784,0.0316627821352996,0.100715397793832,0.314378762620929,0.753233384055358,0.92166657533217
"ENSG00000157911.11",292.900909607413,0.195675767084064,0.152450961257892,1.28353252396389,0.199305572502675,0.57105668619424
"ENSG00000149527.18",499.942191504484,0.35181865993205,0.113791502197052,3.09178324513907,0.00198958069032065,0.045373304343763
"ENSG00000157881.16",302.100659004812,-0.0744903197574413,0.141115670557497,-0.527867099827803,0.597591581121488,0.852317384216389
"ENSG00000197921.6",250.597574175826,-0.452907621227968,0.178564222227141,-2.53638503603398,0.0112003511256517,0.139628257876128
"ENSG00000157873.18",313.115300343455,0.033960706124272,0.156180811344609,0.217444805363051,0.827861716767832,0.948114147132171
"ENSG00000157870.17",250.554094984988,-0.293732303913114,0.153945334590611,-1.90802991655604,0.0563873497365591,0.317693777110586
"ENSG00000142606.16",1.60575148935679,4.32842999274761,4.05910846250836,1.06634992208925,0.286265490213874,NA
"ENSG00000215912.13",37.4108388573447,0.389889565435097,0.428621189236315,0.909636703051878,0.363014135575311,0.714628029012551
"ENSG00000169717.7",0,NA,NA,NA,NA,NA
"ENSG00000142611.17",4.78278724783711,3.80593701853445,2.21271324611776,1.7200317416692,0.0854266719313135,0.394360958033583
"ENSG00000130762.15",270.867931535656,-0.0046717068466383,0.152533610194777,-0.0306273931409136,0.975566695826346,0.994467835470884
"ENSG00000162591.17",226.902192664807,0.976140361551249,0.189123729899772,5.16138488844611,2.45129603868568e-07,2.84861915313003e-05
"ENSG00000158109.15",185.717013332353,0.000838858915513021,0.183666676378838,0.00456728967960828,0.996355842749533,0.999277755558553
"ENSG00000116213.16",412.752495450476,0.150937879847753,0.280149599931375,0.538775996413083,0.590041428187765,0.848965352993311
"ENSG00000078900.15",105.413965605555,0.0549719985425542,0.247736885844876,0.221896704461586,0.824394296045197,0.94633270678131
"ENSG00000162592.10",2.85469812394946,3.36854509592183,2.92046657217322,1.15342703389178,0.248735150659603,NA
"ENSG00000235169.11",3.54747628429564,1.7636549321258,2.13923523686171,0.824432442835557,0.409693887118892,NA
"ENSG00000130764.10",532.449199545333,-0.0586085818771388,0.115470039042722,-0.507565272888275,0.611758249826212,0.860582868492369
"ENSG00000116198.14",567.850134725186,-0.0231943571682405,0.107748966533743,-0.215262920048304,0.82956233744333,0.949085786969666
"ENSG00000169598.17",163.979917588867,-0.0628024862243958,0.206366145168378,-0.304325528652746,0.760879897880443,0.925058922773965
