"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000186092.7",0.174170002324563,0,4.99745499517986,0,1,NA
"ENSG00000284733.2",0,NA,NA,NA,NA,NA
"ENSG00000284662.2",0,NA,NA,NA,NA,NA
"ENSG00000187634.13",6.58470540541749,-0.194127079303808,1.42017605271563,-0.1366922635631,0.891274044912719,0.990507582703891
"ENSG00000188976.11",1993.59616824303,0.0530965512627512,0.0676575627528414,0.784783682745376,0.432580408683573,0.886084432534289
"ENSG00000187961.15",95.5146308479814,-0.167783898884338,0.254656695245045,-0.658863096934825,0.509983685061068,0.911621572373802
"ENSG00000187583.11",44.5942297547137,0.391306772496712,0.437718875012936,0.893968240426341,0.371338884116237,0.860671601702519
"ENSG00000187642.10",0.598759160234927,-0.202114052097296,4.98397652507923,-0.0405527696770368,0.967652437493815,NA
"ENSG00000188290.11",511.277688528756,0.447812380968744,0.117836205413691,3.80029532855879,0.000144523744047446,0.00827732685621519
"ENSG00000187608.10",1709.92848042069,2.56179822603954,0.0779570369678228,32.8616674732897,7.76052806454852e-237,2.01789250734391e-233
"ENSG00000188157.15",4618.09933274229,0.212356848886037,0.0533681778004351,3.97909124197803,6.91791897058125e-05,0.00449699322682634
"ENSG00000237330.3",2.22183605559198,1.77055264534426,3.04949693208451,0.580604829182097,0.561506816815374,NA
"ENSG00000131591.18",139.2256960712,-0.164952071499845,0.216504996507505,-0.761885749339401,0.44612819600539,0.890772736275891
"ENSG00000162571.14",9.06820717649046,0.42940264226594,1.07231616655735,0.400444062728744,0.688829475749471,0.952741965273222
"ENSG00000186891.14",20.2170004570894,-0.511175845276528,0.639296180053848,-0.799591584034605,0.423947465132075,0.883266707016321
"ENSG00000186827.12",0.49256342485478,-1.57917956349829,4.99583202303983,-0.316099411712687,0.751927053252087,NA
"ENSG00000078808.20",1225.69634749711,-0.152193537651917,0.077533392524983,-1.96294180733646,0.0496529361825089,0.451109590013137
"ENSG00000176022.7",162.195315880612,-0.18380092222037,0.201355629193048,-0.912817401514773,0.361338584652193,0.859079272454544
"ENSG00000184163.3",17.0686545889131,0.597792775704336,0.773907407396316,0.772434492797415,0.439857131215112,0.88670796649438
"ENSG00000160087.21",508.540280378641,-0.138444749087468,0.135336098548172,-1.02296985484763,0.306322099047325,0.828037113075023
"ENSG00000162572.21",21.6486465028755,0.640952395998724,0.660097572436194,0.97099644471224,0.331550049013846,0.846520460964063
"ENSG00000131584.19",576.095166202297,0.190339150566469,0.106520185570134,1.78688339254861,0.0739563372241785,0.528606174155113
"ENSG00000169972.13",181.282373275016,-0.234539669478409,0.185459580303147,-1.26464035503066,0.206000279961576,0.759533869617919
"ENSG00000127054.22",821.620232842094,0.117619315894003,0.099886668399636,1.17752766989305,0.238984960187042,0.789039303241316
"ENSG00000224051.7",193.920172911678,-0.0515529513306168,0.180419566364439,-0.285739248627182,0.775077841333917,0.968474840329795
"ENSG00000169962.5",0.709257731762767,-3.1636761138557,4.85717044653007,-0.651341382535959,0.514826140528128,NA
"ENSG00000107404.21",607.718500714077,0.0264198431897353,0.112586544116829,0.234662529141315,0.814470673082825,0.97859311022612
"ENSG00000162576.17",132.855009222523,0.0090225522117928,0.214628212269919,0.042038053228743,0.966468362826569,0.99791913316756
"ENSG00000175756.14",879.591885772114,-0.0860114903299272,0.092134943639545,-0.933538209633315,0.350542151754857,0.856246921872915
