"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000186092.7",0,NA,NA,NA,NA,NA
"ENSG00000284733.2",0,NA,NA,NA,NA,NA
"ENSG00000284662.2",0,NA,NA,NA,NA,NA
"ENSG00000187634.13",491.991848546216,0.347258815386637,0.141315107160109,2.45733681532857,0.0139971385945936,0.234313681671078
"ENSG00000188976.11",2134.45722984494,-0.0620668180209597,0.0734443214050358,-0.845086683811391,0.398062442583363,0.922917348142312
"ENSG00000187961.15",140.320305216345,0.126580452619088,0.262997753853179,0.481298607172718,0.630304286839079,0.963469067713262
"ENSG00000187583.11",112.483945223099,0.295001595441168,0.287354756829846,1.02661114329786,0.304603604781703,0.879768766260953
"ENSG00000187642.10",10.6689948860447,-0.234234060434839,0.901594267528758,-0.259799855512466,0.795018162412977,NA
"ENSG00000188290.11",443.043253989274,0.0546134256213263,0.166762965477886,0.327491331572468,0.743296298230911,0.979828652117126
"ENSG00000187608.10",624.640466291601,1.4172332099976,0.457421094646919,3.09831187626263,0.00194626492110908,0.0603851618978662
"ENSG00000188157.15",4817.91476608437,0.196577428763248,0.0677745337649756,2.90046154275184,0.00372613558019012,0.0964239277214264
"ENSG00000237330.3",381.503518792033,-0.35705313797542,0.162643628196292,-2.19530972061505,0.0281413880914202,0.346819518437933
"ENSG00000131591.18",282.036309339435,0.0632723587195911,0.175797174548992,0.359916812553538,0.718909343832393,0.976839074375701
"ENSG00000162571.14",8.72235785752462,-0.632734806898135,0.953464914538296,-0.663616245600951,0.506935956918764,NA
"ENSG00000186891.14",29.3370302656733,-0.770631588285403,0.576413808761676,-1.33694158011407,0.181241706896014,0.759675349210531
"ENSG00000186827.12",0.549079603380425,0.845174314171428,3.80767911110396,0.221965740680912,0.824340553057447,NA
"ENSG00000078808.20",1448.04223614205,-0.0372536067753063,0.0805710860255721,-0.46236942572032,0.643816420823491,0.965624843175294
"ENSG00000176022.7",334.661728140469,-0.110562228933191,0.16075627805181,-0.687763055185676,0.49160200490228,0.939057554891704
"ENSG00000184163.3",4.03141376383653,0.942918542837038,1.47547846866305,0.639059507043455,0.522784220888953,NA
"ENSG00000160087.21",563.820079674224,0.0118052248870451,0.127514111327576,0.092579752657478,0.92623742969201,0.991243471099567
"ENSG00000162572.21",28.0836962460626,-0.19146207156419,0.583982379943283,-0.327855904801075,0.74302061539073,0.979828652117126
